native_pipe_id,asset_id,break_date,break_type,result,source,rminfo,wo_dateinc
WM03231-A,94,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20010116.0
WM09418-C,95,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20160717.0
WM12850-C,96,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20090921.0
WM03365-D,97,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,
WM11137-C,98,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20010419.0
WM07369-C,99,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20151114.0
WM13660-A,100,2022,"PINHOLE <=1""",Resolved,WORKORDER,0,20081112.0
WM00959-C,101,2022,"PINHOLE <=1""",Resolved,RECORD,1,20200219.0
WM08623-C,102,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20060622.0
WM12875-C,103,2022,JOINT FAILURE,Resolved,WORKORDER,0,20130927.0
WM10080-C,104,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20181116.0
WM02131-C,105,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20190901.0
WM14052-C,106,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20170111.0
WM11513-A,107,2022,CONTRACTOR HIT,Resolved,RECORD,1,20210903.0
WM12592-A,108,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20070804.0
WM09653-C,109,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20031023.0
WM02278-C,110,2022,"PINHOLE <=1""",Resolved,WORKORDER,0,20151024.0
WM14500-C,111,2022,"PINHOLE <=1""",Resolved,RECORD,1,
WM11169-C,112,2022,"PINHOLE <=1""",Resolved,RECORD,1,20090817.0
WM08939-A,113,2022,CONTRACTOR HIT,Resolved,WORKORDER,0,20131213.0
WM05987-C,114,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20020710.0
WM14720-A,115,2022,UNKNOWN,Resolved,WORKORDER,0,
WM12938-P,116,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20160223.0
WM12381-A,117,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20081015.0
WM04101-C,118,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20070810.0
WM02299-C,119,2022,CONTRACTOR HIT,Resolved,WORKORDER,0,20040219.0
WM13812-C,120,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20130126.0
WM08555-C,121,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20021214.0
WM12237-C,122,2022,"PINHOLE >1""",Resolved,WORKORDER,0,20100326.0
WM12376-L,123,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20180106.0
WM10224-C,124,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20070521.0
WM04811-C,125,2022,"PINHOLE >1""",Resolved,WORKORDER,0,20190115.0
WM00261-C,126,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,
WM06832-D,127,2022,"PINHOLE <=1""",Resolved,RECORD,1,20150517.0
WM05850-C,128,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20070309.0
WM01057-S,129,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20190427.0
WM13339-A,130,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20040902.0
WM01303-A,131,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20011019.0
WM05282-C,132,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20060603.0
WM14779-C,133,2022,CIRCUMFERENCE BREAK,Resolved,WORKORDER,0,20080722.0
WM14192-A,134,2022,"PINHOLE >1""",Resolved,WORKORDER,0,20100615.0
WM07050-C,135,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20020624.0
WM08164-C,136,2022,CIRCUMFERENCE BREAK,Resolved,RECORD,1,20181209.0
WM04788-A,137,2022,CONTRACTOR HIT,Resolved,WORKORDER,0,20160706.0
